Source : SiO2_2mm.M1.11h 57mn 22s.spe
Spectrum : 1

Wavelength	Psi	Delta
701.1247	58.768	274.989
700.6780	57.293	275.009
700.2313	55.860	275.056
699.7844	54.485	275.127
699.3375	53.203	275.235
698.8904	51.997	275.353
698.4433	50.808	275.473
697.9961	49.661	275.618
697.5488	48.533	275.738
697.1013	47.464	275.885
696.6537	46.421	276.038
696.2061	45.428	276.187
695.7584	44.468	276.326
695.3105	43.618	276.497
694.8626	42.851	276.661
694.4146	42.080	276.831
693.9664	41.326	276.963
693.5182	40.597	277.107
693.0699	39.872	277.205
692.6215	39.158	277.300
692.1729	38.468	277.382
691.7243	37.796	277.443
691.2756	37.191	277.481
690.8267	36.636	277.497
690.3778	36.096	277.499
689.9288	35.552	277.471
689.4797	35.001	277.406
689.0304	34.479	277.330
688.5811	33.926	277.218
688.1317	33.406	277.080
687.6821	32.907	276.919
687.2325	32.402	276.718
686.7828	31.922	276.501
686.3329	31.427	276.242
685.8830	30.947	275.962
685.4330	30.513	275.650
684.9828	30.048	275.315
684.5327	29.634	274.950
684.0823	29.185	274.560
683.6319	28.780	274.143
683.1813	28.342	273.701
682.7307	27.906	273.223
682.2800	27.465	272.725
681.8292	27.016	272.195
681.3782	26.607	271.649
680.9272	26.229	271.079
680.4761	25.819	270.472
680.0248	25.406	269.843
679.5735	24.990	269.191
679.1221	24.575	268.505
678.6705	24.171	267.799
678.2189	23.755	267.061
677.7672	23.340	266.292
677.3154	22.918	265.500
676.8634	22.488	264.669
676.4114	22.071	263.810
675.9592	21.661	262.920
675.5070	21.229	261.998
675.0547	20.817	261.044
674.6022	20.390	260.050
674.1497	19.974	259.014
673.6971	19.551	257.943
673.2443	19.134	256.826
672.7915	18.707	255.672
672.3386	18.290	254.467
671.8855	17.865	253.216
671.4324	17.447	251.903
670.9791	17.015	250.534
670.5258	16.602	249.098
670.0723	16.163	247.598
669.6188	15.745	246.045
669.1651	15.336	244.427
668.7114	14.905	242.717
668.2575	14.493	240.932
667.8035	14.088	239.044
667.3495	13.686	237.060
666.8953	13.288	234.979
666.4411	12.897	232.777
665.9868	12.516	230.471
665.5323	12.153	228.030
665.0777	11.798	225.454
664.6230	11.455	222.720
664.1683	11.123	219.849
663.7134	10.812	216.836
663.2584	10.517	213.655
662.8034	10.244	210.300
662.3482	9.994	206.806
661.8929	9.771	203.137
661.4376	9.575	199.305
660.9821	9.410	195.328
660.5265	9.279	191.234
660.0708	9.182	187.053
659.6151	9.122	182.793
659.1592	9.103	178.480
658.7032	9.118	174.159
658.2471	9.170	169.849
657.7909	9.259	165.604
657.3346	9.381	161.462
656.8782	9.538	157.419
656.4218	9.729	153.512
655.9651	9.956	149.773
655.5084	10.207	146.167
655.0516	10.485	142.728
654.5947	10.786	139.437
654.1377	11.108	136.314
653.6806	11.455	133.317
653.2234	11.827	130.502
652.7661	12.209	127.814
652.3087	12.605	125.270
651.8511	13.018	122.867
651.3936	13.438	120.592
650.9358	13.870	118.442
650.4780	14.303	116.388
650.0201	14.743	114.454
649.5620	15.190	112.593
649.1039	15.645	110.831
648.6457	16.093	109.139
648.1873	16.549	107.528
647.7289	16.996	105.978
647.2703	17.446	104.503
646.8117	17.900	103.074
646.3530	18.356	101.726
645.8941	18.814	100.418
645.4351	19.265	99.165
644.9761	19.724	97.961
644.5169	20.188	96.785
644.0577	20.642	95.641
643.5983	21.084	94.549
643.1389	21.537	93.505
642.6793	21.990	92.487
642.2196	22.448	91.506
641.7598	22.895	90.557
641.2999	23.342	89.640
640.8400	23.810	88.755
640.3799	24.266	87.900
639.9197	24.724	87.083
639.4594	25.181	86.312
638.9990	25.652	85.566
638.5385	26.125	84.852
638.0779	26.598	84.183
637.6172	27.072	83.548
637.1564	27.546	82.938
636.6954	28.034	82.374
636.2344	28.549	81.843
635.7733	29.059	81.363
635.3121	29.576	80.919
634.8508	30.088	80.533
634.3893	30.642	80.185
633.9278	31.165	79.881
633.4662	31.731	79.640
633.0044	32.300	79.432
632.5425	32.867	79.262
632.0806	33.445	79.160
631.6186	34.058	79.103
631.1564	34.668	79.074
630.6942	35.310	79.096
630.2318	35.958	79.151
629.7693	36.696	79.252
629.3068	37.409	79.385
628.8441	38.200	79.558
628.3813	39.010	79.745
627.9184	39.856	79.951
627.4554	40.736	80.164
626.9923	41.687	80.407
626.5291	42.650	80.648
626.0658	43.688	80.881
625.6024	44.801	81.112
625.1389	46.008	81.330
624.6753	47.233	81.556
624.2115	48.540	81.760
623.7477	49.852	81.942
623.2838	51.303	82.083
622.8198	52.839	82.204
622.3557	54.548	82.374
621.8914	56.327	82.527
621.4271	58.248	82.660
620.9626	60.285	82.778
620.4980	62.406	82.880
620.0334	64.612	82.887
619.5687	66.958	82.811
619.1038	69.407	82.578
618.6388	72.028	82.150
618.1737	74.797	81.434
617.7086	77.693	80.227
617.2433	80.688	78.059
616.7779	83.744	73.426
616.3124	86.659	60.156
615.8468	88.430	353.173
615.3810	86.326	293.442
614.9153	83.415	282.118
614.4493	80.305	277.779
613.9833	77.308	275.695
613.5172	74.181	274.400
613.0510	71.282	273.628
612.5847	68.470	273.099
612.1182	66.029	272.770
611.6517	63.612	272.519
611.1850	61.332	272.353
610.7183	59.257	272.261
610.2514	57.312	272.215
609.7844	55.533	272.189
609.3173	53.541	272.150
608.8502	51.727	272.134
608.3829	50.100	272.152
607.9155	48.808	272.209
607.4480	47.058	272.245
606.9804	45.473	272.269
606.5127	43.999	272.318
606.0449	42.677	272.416
605.5770	41.401	272.539
605.1089	40.631	272.704
604.6408	40.024	272.885
604.1726	39.693	273.110
603.7042	39.383	273.341
603.2358	38.890	273.437
602.7673	38.036	273.401
602.2986	36.937	273.327
601.8298	35.707	273.231
601.3610	34.620	273.144
600.8920	33.500	273.077
600.4229	32.664	273.038
599.9537	31.817	272.972
599.4844	31.095	272.889
599.0150	30.388	272.728
598.5455	30.048	272.418
598.0759	29.575	272.106
597.6062	28.909	271.725
597.1364	28.374	271.297
596.6664	27.994	270.810
596.1964	27.525	270.276
595.7263	27.056	269.677
595.2560	26.541	269.015
594.7857	25.914	268.279
594.3152	25.284	267.490
593.8447	24.755	266.642
593.3740	24.076	265.716
592.9032	23.522	264.760
592.4323	23.015	263.753
591.9613	22.550	262.719
591.4902	22.017	261.578
591.0190	21.470	260.409
590.5477	20.923	259.187
590.0763	20.356	257.865
589.6048	19.778	256.482
589.1331	19.189	255.025
588.6614	18.622	253.462
588.1896	18.047	251.846
587.7176	17.460	250.106
587.2455	16.862	248.212
586.7734	16.272	246.205
586.3011	15.695	244.001
