# lams, desv_psi, desv_delta
647.728900 0.641161 8.472216
647.270300 0.643088 8.438578
646.811700 0.645544 8.404261
646.353000 0.647066 8.368860
645.894100 0.647533 8.332170
645.435100 0.649055 8.297110
644.976100 0.652566 8.267444
644.516900 0.656893 8.230622
644.057700 0.658715 8.198751
643.598300 0.660361 8.168571
643.138900 0.664621 8.131647
642.679300 0.670121 8.095840
642.219600 0.672820 8.059050
641.759800 0.674529 8.020264
641.299900 0.676505 7.985002
640.840000 0.676592 7.948007
640.379900 0.682002 7.903530
639.919700 0.685048 7.862138
639.459400 0.689222 7.825606
638.999000 0.691278 7.778731
638.538500 0.693262 7.745171
638.077900 0.698625 7.703132
637.617200 0.703955 7.669677
637.156400 0.707251 7.620083
636.695400 0.713246 7.582901
636.234400 0.719567 7.538792
635.773300 0.727430 7.502049
635.312100 0.736583 7.458736
634.850800 0.746433 7.411802
634.389300 0.754062 7.365747
633.927800 0.762359 7.321764
633.466200 0.768830 7.266260
633.004400 0.775628 7.214717
632.542500 0.786778 7.161429
632.080600 0.791218 7.101612
631.618600 0.797321 7.035794
631.156400 0.801919 6.969443
630.694200 0.809615 6.897986
630.231800 0.813905 6.841929
629.769300 0.821358 6.774438
629.306800 0.831353 6.710102
628.844100 0.845452 6.641323
628.381300 0.863027 6.571557
627.918400 0.869929 6.505722
627.455400 0.886920 6.444651
626.992300 0.906340 6.369316
626.529100 0.911477 6.284508
626.065800 0.926154 6.214083
625.602400 0.943140 6.139277
625.138900 0.981814 6.076420
624.675300 1.015071 5.995199
624.211500 1.060689 5.936246
623.747700 1.076337 5.897307
623.283800 1.103033 5.908850
622.819800 1.127050 5.911322
622.355700 1.156332 5.896651
621.891400 1.189724 5.890377
621.427100 1.229848 5.873240
620.962600 1.302552 5.848128
620.498000 1.399772 5.812983
620.033400 1.477938 5.812500
619.568700 1.569627 5.811130
619.103800 1.646271 5.858034
618.638800 1.730275 5.890880
618.173700 1.824965 5.912183
617.708600 1.948087 5.964187
617.243300 2.091258 6.004922
616.777900 2.242012 6.001232
616.312400 2.383719 6.022055
615.846800 2.515273 6.042265
615.381000 2.698882 6.045447
614.915300 2.890441 6.060055
614.449300 3.092347 5.997659
613.983300 3.275876 5.919524
613.517200 3.445201 5.777483
613.051000 3.658908 5.653201
612.584700 3.919217 5.480991
612.118200 4.224320 5.333093
611.651700 4.673612 5.184593
